month,day,order,country,page1_main_category,colour,location,model_photography,price,price_2,page,total_clicks,browsing_depth,weekday,weekend
4,25,11,29,4,4,4,1,33,2,1,14,1,4,0
5,1,17,9,1,6,4,1,38,2,2,44,4,3,0
4,21,1,29,3,9,5,1,23,2,1,7,3,0,0
4,27,1,29,2,2,4,1,43,2,1,6,1,6,1
5,15,12,29,3,12,1,1,48,1,2,27,4,3,0
7,4,3,29,3,14,2,2,28,2,3,5,4,4,0
6,24,1,29,1,3,3,1,62,1,1,2,2,1,0
5,11,2,3,1,1,1,1,62,1,2,10,2,6,1
4,2,25,24,1,4,2,1,62,1,2,29,3,2,0
7,24,3,29,4,14,1,1,43,1,3,3,4,3,0
6,29,27,29,1,3,2,1,43,2,1,24,5,6,1
6,25,7,9,3,7,4,1,33,2,1,6,2,2,0
7,27,1,9,1,1,6,1,33,2,1,4,1,6,1
7,1,4,24,1,4,2,1,62,1,2,10,4,1,0
7,8,40,9,1,2,4,1,60,1,2,36,4,1,0
5,11,4,29,2,8,1,1,43,2,2,7,2,6,1
4,6,7,29,3,11,2,1,48,1,1,9,3,6,1
6,11,14,29,4,14,1,2,33,2,4,26,4,2,0
4,14,17,29,1,3,4,1,62,1,1,45,5,0,0
4,1,10,9,3,9,6,1,48,1,1,12,3,1,0
7,8,5,16,4,7,3,1,28,2,5,4,5,1,0
5,21,11,29,4,9,5,1,28,2,3,10,4,2,0
6,13,16,29,3,12,1,1,48,1,2,16,2,4,0
7,9,14,29,2,6,3,1,38,2,2,22,3,2,0
7,11,29,24,3,9,6,1,50,1,2,39,3,4,0
6,9,11,29,3,12,1,1,43,1,1,11,2,0,0
5,21,9,29,4,4,2,1,38,1,1,8,3,2,0
4,28,5,29,3,14,6,1,48,1,1,6,1,0,0
4,21,59,29,4,2,5,2,38,1,1,74,5,0,0
6,9,1,24,4,3,2,1,23,2,1,1,1,0,0
4,24,10,29,4,2,6,1,28,2,1,13,5,3,0
4,6,6,29,1,4,1,1,38,2,3,6,3,6,1
6,10,11,44,3,13,1,2,48,1,2,18,3,1,0
4,10,4,29,3,13,3,1,48,1,1,3,1,3,0
5,28,8,29,4,7,1,1,23,2,2,9,3,2,0
8,8,41,29,4,9,5,1,38,1,4,39,5,4,0
7,10,1,29,2,2,4,1,43,2,1,22,4,3,0
6,26,1,29,4,14,5,1,33,2,3,3,3,3,0
5,1,13,29,4,4,5,2,38,1,1,39,5,3,0
4,5,3,28,2,13,3,1,57,1,2,4,2,5,1
7,4,4,29,3,14,3,1,55,1,3,21,5,4,0
7,20,6,29,1,3,5,1,60,1,1,8,3,6,1
7,8,1,29,2,2,4,1,67,1,1,2,2,1,0
6,24,5,29,3,11,2,1,48,1,1,8,1,1,0
4,18,12,29,4,4,4,2,38,1,1,63,5,4,0
5,14,12,29,3,6,3,1,48,1,1,14,3,2,0
4,24,27,29,4,4,1,1,43,1,4,31,4,3,0
7,8,2,46,4,4,3,2,28,2,1,9,4,1,0
7,10,2,29,3,6,3,1,48,1,1,16,5,3,0
4,10,16,29,2,2,4,1,67,1,1,13,4,3,0
7,10,1,29,1,8,1,1,28,2,1,17,1,3,0
4,20,5,29,1,6,1,1,62,1,3,5,3,6,1
6,30,2,29,2,3,1,2,57,1,1,10,3,0,0
6,9,7,29,4,2,3,2,43,1,2,10,3,0,0
4,22,2,9,1,3,4,1,62,1,1,21,3,1,0
5,7,4,29,1,3,2,1,43,2,1,13,2,2,0
7,29,6,29,2,2,3,1,57,1,2,24,3,1,0
7,15,2,29,1,3,2,1,43,2,1,3,1,1,0
4,15,29,29,4,4,4,2,65,1,1,32,4,1,0
5,22,7,29,1,1,6,1,33,2,1,15,3,3,0
4,1,4,16,1,3,3,1,43,2,1,7,1,1,0
4,16,21,21,4,14,6,1,33,2,4,39,5,2,0
7,21,17,29,2,6,5,1,38,2,2,34,4,0,0
7,9,7,29,1,1,5,1,38,2,2,9,2,2,0
8,6,2,29,4,2,6,2,38,1,1,2,1,2,0
8,4,2,29,3,14,6,1,57,1,3,4,4,0,0
5,25,20,29,4,14,2,1,28,2,4,20,4,6,1
4,4,10,9,3,6,1,2,57,1,4,16,4,4,0
6,21,9,29,4,4,4,1,33,2,1,30,5,5,1
4,2,2,29,2,10,2,1,52,1,1,6,2,2,0
8,1,1,29,1,3,2,2,38,2,1,1,1,4,0
5,19,36,9,3,11,3,1,48,1,2,37,3,0,0
8,9,2,29,1,3,1,1,43,2,1,2,1,5,1
6,11,7,29,2,6,5,1,38,2,2,7,2,2,0
6,3,4,9,2,9,5,1,57,1,2,11,4,1,0
8,4,14,28,1,14,5,2,33,2,1,23,1,0,0
5,28,3,29,1,1,6,1,33,2,1,7,3,2,0
4,27,5,29,3,4,2,1,48,1,1,25,1,6,1
4,28,7,9,3,12,1,1,48,1,2,6,4,0,0
5,15,2,9,1,2,6,1,62,1,1,7,1,3,0
6,2,3,29,1,4,2,1,43,2,3,13,3,0,0
4,10,1,29,1,4,1,1,38,2,3,5,3,3,0
7,2,6,29,4,7,6,1,33,2,1,19,5,2,0
7,20,36,29,4,12,3,2,33,2,4,32,4,6,1
6,26,1,29,2,10,2,1,52,1,1,3,1,3,0
7,2,1,29,1,3,2,2,38,2,1,1,1,2,0
7,27,2,29,1,14,6,2,33,2,2,4,2,6,1
4,3,12,29,3,9,5,1,48,1,1,31,5,3,0
6,3,8,29,1,3,4,1,62,1,1,9,3,1,0
7,18,3,29,4,9,4,2,33,2,3,3,3,4,0
7,24,1,46,3,2,4,1,48,1,3,1,3,3,0
7,3,18,29,3,6,2,1,33,2,1,35,1,3,0
6,19,16,9,2,3,1,2,57,1,1,16,2,3,0
5,5,10,3,2,2,6,1,48,2,2,17,4,0,0
4,2,1,9,1,2,6,1,62,1,1,1,1,2,0
5,15,10,29,4,4,5,2,38,1,1,8,3,3,0
7,1,1,29,4,2,5,2,38,1,1,4,1,1,0
4,17,36,9,3,14,2,2,28,2,3,39,3,3,0
5,17,6,24,1,4,2,1,62,1,2,8,5,5,1
7,3,7,29,1,1,1,1,62,1,2,14,4,3,0
5,17,7,9,1,4,6,1,38,2,1,8,1,5,1
6,13,92,29,4,7,6,1,33,2,1,76,2,4,0
6,16,1,29,3,14,5,1,48,1,2,2,2,0,0
7,30,2,29,1,2,1,1,62,1,3,4,3,2,0
7,24,5,29,3,12,1,1,43,1,1,18,3,3,0
5,11,8,29,1,6,1,1,62,1,3,6,3,6,1
5,19,7,29,1,3,3,1,43,2,1,8,2,0,0
4,17,7,29,1,4,2,1,62,1,2,7,4,3,0
7,18,3,29,1,2,4,1,38,2,1,4,1,4,0
7,10,7,29,4,4,3,1,43,1,2,8,5,3,0
5,6,24,29,4,14,3,2,28,2,4,21,4,1,0
5,10,4,29,1,3,5,1,60,1,1,5,1,5,1
4,22,5,9,2,2,5,1,62,1,1,5,2,1,0
7,29,21,29,3,6,5,1,33,2,1,16,3,1,0
6,27,12,29,1,2,4,1,38,2,1,12,2,4,0
7,15,32,29,4,4,2,1,43,1,3,27,5,1,0
7,24,22,9,2,2,6,1,48,2,2,23,2,3,0
7,1,1,29,1,1,6,1,33,2,2,1,2,1,0
4,7,3,29,2,9,5,1,38,2,1,14,3,0,0
7,17,66,29,4,2,3,1,28,2,1,73,5,3,0
7,23,10,29,4,9,6,2,48,1,2,10,5,2,0
5,24,3,9,2,11,2,1,57,1,2,11,3,5,1
4,7,9,9,1,3,4,1,62,1,1,14,1,0,0
4,24,6,9,1,6,2,1,28,2,3,9,4,3,0
4,11,4,29,3,14,6,1,48,1,1,9,4,4,0
8,12,12,29,3,13,1,1,48,1,4,20,4,1,0
7,26,11,29,2,2,3,1,57,1,2,17,4,5,1
4,19,38,3,4,14,5,1,33,2,3,29,4,5,1
4,22,4,29,2,2,3,1,57,1,2,5,3,1,0
6,16,1,24,1,4,2,1,62,1,2,7,3,0,0
5,24,7,29,1,1,1,1,62,1,2,8,3,5,1
4,14,60,24,3,4,2,1,48,1,1,59,4,0,0
5,14,14,29,4,2,5,2,38,1,1,12,2,2,0
5,20,27,9,2,12,1,1,67,1,2,29,4,1,0
4,12,20,29,4,1,3,2,28,2,4,25,5,5,1
4,15,30,29,3,2,3,2,48,1,1,27,3,1,0
4,4,2,9,1,3,3,1,82,1,1,3,1,4,0
4,5,8,29,4,9,5,1,43,1,2,7,2,5,1
7,10,4,29,4,2,1,1,48,1,1,15,1,3,0
5,25,2,29,1,3,1,1,43,2,1,2,1,6,1
7,10,26,29,2,2,4,1,67,1,1,21,3,3,0
4,9,1,24,3,6,5,1,33,2,1,5,2,2,0
7,22,4,29,1,3,5,1,60,1,1,21,4,1,0
5,11,5,29,2,2,5,1,62,1,1,22,2,6,1
4,20,12,29,3,14,6,1,48,1,1,24,3,6,1
7,9,1,29,1,3,3,1,82,1,1,1,1,2,0
7,21,4,29,3,14,2,2,28,2,3,11,4,0,0
4,1,1,9,2,4,3,2,52,1,1,5,4,1,0
4,18,17,29,3,13,2,1,28,2,3,17,4,4,0
6,21,1,29,2,7,2,1,38,2,2,1,2,5,1
4,14,5,29,2,4,1,1,57,1,1,12,3,0,0
7,2,3,29,1,8,1,1,28,2,1,3,1,2,0
5,25,4,29,3,9,6,1,50,1,2,15,4,6,1
6,27,5,29,2,4,3,2,52,1,1,12,2,4,0
7,6,10,29,4,3,2,1,23,2,1,18,5,6,1
7,17,2,29,1,3,4,1,38,2,1,15,3,3,0
5,19,2,29,4,2,6,1,28,2,1,14,4,0,0
6,17,1,29,2,12,5,2,62,1,1,7,1,1,0
4,12,5,29,4,2,3,2,43,1,2,16,4,5,1
4,8,23,29,3,9,6,1,48,1,1,25,3,1,0
8,6,5,29,3,14,6,1,57,1,3,11,4,2,0
5,11,41,44,1,3,2,1,43,2,1,44,3,6,1
5,2,13,9,1,3,2,2,38,2,1,39,3,4,0
5,28,1,29,1,3,3,1,62,1,1,3,1,2,0
4,17,3,29,1,3,4,1,38,2,1,4,1,3,0
7,11,10,29,3,6,3,1,48,1,1,14,5,4,0
5,25,84,29,2,7,2,1,38,2,2,70,4,6,1
5,2,2,29,2,11,2,1,57,1,2,4,2,4,0
7,20,5,29,1,6,2,1,28,2,3,7,3,6,1
5,15,6,29,1,3,5,1,60,1,1,13,2,3,0
7,11,1,29,3,14,4,1,43,1,1,5,1,4,0
6,29,45,24,3,14,6,1,38,2,3,37,4,6,1
5,8,19,29,3,6,3,1,48,1,1,129,5,3,0
4,18,8,29,4,5,4,2,33,2,2,5,2,4,0
4,20,2,29,1,2,6,1,62,1,1,2,1,6,1
4,11,4,41,3,13,6,1,28,2,1,6,3,4,0
8,4,2,29,2,2,4,1,67,1,1,6,4,0,0
6,2,7,16,2,2,2,1,52,1,1,8,2,0,0
4,12,4,29,1,14,5,2,33,2,1,4,2,5,1
4,22,7,29,4,4,5,2,38,1,1,10,4,1,0
7,5,7,29,3,13,2,1,28,2,3,8,3,5,1
7,4,6,29,3,6,5,1,33,2,1,6,2,4,0
6,4,35,29,4,11,1,2,33,2,5,27,5,2,0
7,24,3,29,3,9,5,2,20,2,3,4,3,3,0
4,22,1,29,1,8,1,1,28,2,1,24,1,1,0
5,6,7,29,2,12,6,1,52,1,1,6,4,1,0
6,23,2,29,1,2,1,2,38,2,2,4,2,0,0
6,3,1,29,1,3,2,2,38,2,1,6,3,1,0
5,20,10,9,2,6,5,1,38,2,2,10,2,1,0
7,17,52,29,4,3,1,1,38,1,1,37,2,3,0
5,6,26,29,4,7,1,1,23,2,2,23,5,1,0
5,8,5,29,2,2,5,1,62,1,1,22,4,3,0
4,18,7,29,2,6,6,2,38,2,1,12,4,4,0
4,6,61,29,4,6,2,2,28,2,3,67,5,6,1
4,13,16,29,4,12,1,2,33,2,5,16,5,6,1
4,5,17,29,4,4,6,1,28,2,2,25,4,5,1
8,12,1,9,1,8,1,1,28,2,1,6,4,1,0
4,3,9,29,4,9,6,2,48,1,2,13,2,3,0
7,1,7,29,4,3,1,1,38,1,1,6,1,1,0
6,6,4,24,1,6,5,2,62,1,2,10,3,4,0
6,3,8,29,1,2,3,1,38,2,2,17,3,1,0
4,24,5,29,2,9,4,1,57,1,2,8,2,3,0
7,4,3,46,2,12,5,2,62,1,1,7,2,4,0
6,5,3,9,2,13,3,1,57,1,2,6,3,3,0
5,12,19,29,1,3,3,1,62,1,1,16,1,0,0
4,22,1,29,1,8,1,1,28,2,1,1,1,1,0
8,8,7,29,4,4,5,2,38,1,1,11,5,4,0
5,16,2,29,2,2,3,1,57,1,2,3,2,4,0
6,25,7,29,4,6,5,2,33,2,3,7,4,2,0
6,3,5,29,4,4,4,2,38,1,1,27,4,1,0
8,10,3,29,1,3,3,1,62,1,1,15,5,6,1
8,12,4,29,1,8,1,1,28,2,1,7,1,1,0
4,19,5,29,4,3,1,1,28,2,1,6,4,5,1
5,13,1,16,2,4,1,1,57,1,1,17,2,1,0
4,1,1,29,2,10,2,1,52,1,1,1,1,1,0
8,5,1,29,2,10,2,1,52,1,1,1,1,1,0
4,11,14,29,1,1,4,2,43,2,2,39,5,4,0
5,20,3,29,3,14,6,1,48,1,1,5,4,1,0
6,23,7,29,1,2,5,1,38,2,2,15,3,0,0
8,5,10,29,1,8,1,1,28,2,1,11,4,1,0
4,30,16,9,2,10,2,1,52,1,1,19,2,2,0
7,2,3,29,3,5,2,2,52,1,4,4,4,2,0
6,24,13,9,1,2,4,1,60,1,2,16,4,1,0
5,8,22,29,4,7,1,1,33,2,5,23,5,3,0
7,24,9,29,4,4,3,1,43,1,2,9,5,3,0
7,16,11,29,2,13,3,1,57,1,2,15,2,2,0
5,30,4,29,2,12,6,1,52,1,1,12,3,4,0
4,28,1,29,1,3,4,1,62,1,1,15,3,0,0
6,28,15,29,2,12,1,1,67,1,2,19,4,5,1
7,24,1,29,4,6,6,2,38,1,4,2,5,3,0
7,9,2,29,3,13,3,1,48,1,1,4,3,2,0
5,30,8,29,3,6,4,1,28,2,3,11,5,4,0
4,7,2,9,1,8,1,1,28,2,1,10,3,0,0
4,5,5,29,2,12,1,1,67,1,2,9,4,5,1
5,29,37,29,2,9,5,1,38,2,1,39,4,3,0
4,14,12,29,1,2,6,1,62,1,1,24,4,0,0
5,28,2,29,2,10,2,1,52,1,1,2,1,2,0
4,2,4,29,4,2,6,2,38,1,1,6,2,2,0
8,12,11,9,1,4,2,1,62,1,2,10,4,1,0
6,3,11,9,2,12,1,1,67,1,2,10,2,1,0
7,29,49,29,4,2,6,1,28,2,1,42,3,1,0
7,28,1,29,4,14,4,1,28,2,3,5,4,0,0
7,22,19,29,2,10,2,1,52,1,1,15,1,1,0
7,16,9,29,4,14,6,1,33,2,4,14,5,2,0
7,20,7,29,3,13,1,1,48,1,4,8,4,6,1
5,7,7,29,3,14,2,2,28,2,3,6,3,2,0
6,30,2,29,3,6,2,1,33,2,1,2,1,0,0
7,23,15,29,4,7,2,1,43,1,5,13,5,2,0
4,1,6,9,1,3,4,1,62,1,1,8,3,1,0
4,30,11,29,4,2,1,1,48,1,1,14,4,2,0
5,18,1,29,1,3,1,1,43,2,1,2,1,6,1
7,29,1,29,2,12,6,1,52,1,1,9,3,1,0
6,1,12,29,3,13,2,1,28,2,3,12,3,6,1
6,5,7,29,3,14,2,2,48,1,4,7,4,3,0
6,13,14,9,3,14,2,2,48,1,4,29,4,4,0
4,1,29,29,4,3,1,1,28,2,1,28,5,1,0
6,2,15,29,2,2,6,1,48,2,2,13,3,0,0
5,25,7,29,4,14,1,2,33,2,4,11,4,6,1
5,7,3,9,1,3,3,1,62,1,1,4,4,2,0
6,8,3,29,2,2,3,1,57,1,2,5,2,6,1
5,25,35,29,4,2,2,1,43,1,1,29,4,6,1
7,6,63,29,3,6,5,1,20,2,3,65,4,6,1
6,10,4,29,1,3,2,1,43,2,1,5,1,1,0
8,12,4,29,1,6,4,1,38,2,2,12,5,1,0
4,14,4,29,1,3,3,1,55,1,2,16,4,0,0
7,8,2,29,1,3,3,1,55,1,2,2,2,1,0
7,22,14,29,4,2,5,2,43,1,4,13,4,1,0
6,29,3,29,1,3,4,1,38,2,1,3,1,6,1
5,11,9,9,2,9,4,1,57,1,2,16,4,6,1
8,11,25,29,4,14,5,1,33,2,3,21,5,0,0
6,6,13,29,2,10,2,1,52,1,1,23,4,4,0
8,8,29,29,3,14,1,1,57,1,2,39,5,4,0
4,4,1,29,2,9,5,1,38,2,1,3,3,4,0
6,2,1,29,2,2,6,1,48,2,2,5,3,0,0
8,4,7,29,4,9,1,1,33,2,3,13,4,0,0
7,16,29,29,1,6,4,1,38,2,2,113,4,2,0
5,17,4,29,1,4,2,1,43,2,3,11,3,5,1
5,29,21,29,4,7,3,1,28,2,5,23,5,3,0
4,4,21,9,3,6,3,1,48,1,1,16,4,4,0
5,14,18,29,4,7,1,1,23,2,2,14,3,2,0
8,5,8,29,1,2,1,1,62,1,3,20,5,1,0
6,12,24,9,1,3,3,1,82,1,1,21,3,3,0
5,25,13,29,3,2,5,1,33,2,2,46,5,6,1
5,4,6,29,1,2,6,1,62,1,1,12,3,6,1
7,3,33,29,4,9,5,1,28,2,3,40,3,3,0
5,25,3,29,3,2,4,2,28,2,2,10,3,6,1
7,5,2,29,4,3,1,1,38,1,1,5,5,5,1
4,17,5,9,3,14,4,1,43,1,1,6,1,3,0
6,22,5,29,4,6,2,2,28,2,2,12,5,6,1
6,28,2,29,2,2,4,1,67,1,1,6,2,5,1
4,14,38,9,3,14,6,1,48,1,1,57,3,0,0
8,12,21,29,4,4,3,2,23,2,1,20,4,1,0
7,20,2,29,1,3,1,1,72,1,1,1,1,6,1
4,6,14,29,4,2,5,2,38,1,1,36,3,6,1
6,19,1,29,2,2,4,1,67,1,1,2,1,3,0
4,7,14,9,3,6,3,1,48,1,1,17,4,0,0
4,30,10,9,1,14,5,2,33,2,1,9,3,2,0
5,22,1,29,3,9,5,1,23,2,1,8,1,3,0
7,7,7,29,3,6,3,1,48,1,1,15,4,0,0
4,23,1,29,1,3,4,1,62,1,1,3,1,2,0
4,20,5,9,2,12,5,2,62,1,1,5,1,6,1
4,1,11,24,2,7,2,1,38,2,2,15,3,1,0
7,1,11,29,3,13,2,1,28,2,3,8,3,1,0
5,12,3,29,2,2,2,1,52,1,1,3,1,0,0
7,23,1,29,4,2,1,1,48,1,2,13,3,2,0
4,1,7,29,3,2,4,2,28,2,2,8,3,1,0
7,21,8,29,4,4,2,1,38,1,1,6,1,0,0
6,3,1,29,1,1,4,2,43,2,2,5,3,1,0
5,20,8,29,2,10,2,1,52,1,1,20,5,1,0
7,23,9,29,1,3,4,1,38,2,1,11,3,2,0
7,11,1,29,2,4,1,1,57,1,1,5,1,4,0
5,7,9,29,4,14,1,2,33,2,4,8,4,2,0
7,29,1,41,1,3,1,1,43,2,1,2,1,1,0
5,1,11,29,4,9,4,2,43,1,4,35,5,3,0
8,11,5,29,3,6,1,2,57,1,4,10,4,0,0
6,19,9,29,3,6,3,1,48,1,1,18,5,3,0
6,9,5,29,1,4,6,1,38,2,1,17,4,0,0
6,23,2,29,3,14,2,2,28,2,3,6,5,0,0
4,1,5,29,2,12,5,2,62,1,1,12,1,1,0
7,11,4,29,1,14,5,2,33,2,1,9,1,4,0
7,21,2,29,1,3,4,1,38,2,1,2,1,0,0
5,14,3,9,1,14,5,2,33,2,1,7,4,2,0
5,23,40,9,3,3,2,1,43,1,2,51,4,4,0
4,29,1,9,1,2,6,1,62,1,1,4,1,1,0
7,29,9,29,3,6,2,1,33,2,1,13,4,1,0
6,8,10,9,2,11,2,1,57,1,2,17,4,6,1
7,15,18,29,4,2,1,1,48,1,1,21,5,1,0
6,10,101,9,2,2,4,1,62,1,2,164,4,1,0
4,1,5,29,1,3,2,2,38,2,1,8,2,1,0
5,1,11,29,4,2,6,1,28,2,1,11,1,3,0
7,11,2,29,3,14,1,1,57,1,2,7,2,4,0
5,17,15,29,1,1,6,1,33,2,1,62,3,5,1
5,19,29,9,1,1,5,1,38,2,2,23,2,0,0
6,19,6,29,1,3,3,1,43,2,1,25,1,3,0
7,25,32,29,4,2,3,2,43,1,2,33,5,4,0
7,16,10,29,4,2,1,1,48,1,2,12,4,2,0
6,23,6,29,1,6,4,1,38,2,2,15,3,0,0
4,10,16,29,3,12,2,1,33,2,2,17,4,3,0
7,16,14,29,1,6,2,1,28,2,3,15,4,2,0
7,24,2,44,1,3,4,1,38,2,1,12,1,3,0
4,13,3,29,1,2,4,1,60,1,2,6,3,6,1
4,17,14,9,3,5,2,2,52,1,4,16,4,3,0
5,25,18,29,2,6,5,1,38,2,2,17,2,6,1
4,11,3,24,3,14,4,1,43,1,1,2,1,4,0
8,3,1,46,1,2,6,1,62,1,1,6,3,6,1
7,13,29,37,4,14,1,2,33,2,4,33,4,6,1
4,20,7,29,2,2,4,1,43,2,1,17,3,6,1
7,22,7,29,1,3,3,1,62,1,1,7,5,1,0
7,12,63,29,3,13,1,1,38,2,3,57,5,5,1
7,14,7,29,1,2,4,1,38,2,1,8,4,0,0
8,8,11,29,4,14,6,1,33,2,4,12,5,4,0
4,8,12,9,1,3,2,2,38,2,1,12,1,1,0
6,12,21,29,2,9,4,1,38,2,2,105,5,3,0
8,8,6,29,4,7,6,1,33,2,1,10,2,4,0
4,18,2,29,4,9,5,1,43,1,2,43,5,4,0
5,22,14,29,3,9,5,1,23,2,1,25,3,3,0
4,22,2,24,4,4,3,2,23,2,1,3,3,1,0
6,8,2,29,2,9,5,1,57,1,2,5,3,6,1
6,6,10,29,2,13,1,1,38,2,2,7,3,4,0
4,9,1,29,2,12,5,2,62,1,1,6,4,2,0
7,26,40,29,4,14,1,2,33,2,4,52,5,5,1
4,19,10,15,4,2,2,1,43,1,1,8,3,5,1
4,25,10,24,2,10,2,1,52,1,1,8,3,4,0
6,22,5,24,3,7,6,1,48,1,2,10,3,6,1
6,27,17,29,4,6,5,2,33,2,3,13,3,4,0
6,8,1,29,2,7,2,1,38,2,2,7,2,6,1
6,4,7,29,2,9,5,1,38,2,1,13,3,2,0
7,14,3,29,2,6,6,2,38,2,1,2,1,0,0
6,15,6,21,3,4,5,2,26,2,3,14,4,6,1
5,19,14,29,4,7,6,1,33,2,1,14,4,0,0
4,9,7,29,2,12,6,1,52,1,1,6,1,2,0
6,19,7,29,3,6,5,1,20,2,3,11,3,3,0
4,8,13,29,3,14,4,1,43,1,1,12,3,1,0
4,4,2,9,1,3,2,1,43,2,1,2,1,4,0
4,12,16,29,4,4,6,1,28,2,2,25,5,5,1
7,22,7,29,2,2,4,1,43,2,1,7,1,1,0
4,2,24,9,1,1,4,2,43,2,2,19,3,2,0
4,1,6,29,2,2,4,1,43,2,1,5,1,1,0
7,10,1,29,2,12,5,2,62,1,1,8,2,3,0
4,22,1,46,3,12,1,1,43,1,1,1,1,1,0
4,11,5,29,4,1,3,2,28,2,4,8,5,4,0
7,25,1,29,1,3,4,1,62,1,1,2,1,4,0
5,19,12,29,2,8,1,1,43,2,2,30,3,0,0
7,17,1,29,1,3,4,1,62,1,1,2,1,3,0
4,24,10,29,3,13,2,1,28,2,3,14,5,3,0
4,4,36,29,4,2,6,2,38,1,1,35,5,4,0
4,26,11,29,4,3,1,1,28,2,1,10,4,5,1
6,13,2,29,1,1,6,1,33,2,1,9,1,4,0
6,27,14,29,4,7,1,1,23,2,2,18,5,4,0
6,12,2,29,3,13,2,1,28,2,3,3,3,3,0
6,11,3,29,1,3,1,1,72,1,1,10,1,2,0
4,2,26,29,2,4,1,1,57,1,1,27,5,2,0
4,16,20,29,4,9,4,2,33,2,3,20,4,2,0
7,28,4,29,1,3,1,1,43,2,1,5,1,0,0
4,2,3,29,3,7,4,1,33,2,1,9,2,2,0
6,29,43,24,3,5,1,2,33,2,4,37,4,6,1
6,23,9,9,3,12,1,1,43,1,1,11,4,0,0
6,17,2,29,3,14,2,2,48,1,4,1,4,1,0
4,4,2,29,3,11,3,1,55,1,3,2,3,4,0
5,4,15,29,4,9,4,2,33,2,3,12,5,6,1
4,17,10,9,1,4,2,1,43,2,3,11,3,3,0
4,24,9,9,3,11,3,1,48,1,2,11,3,3,0
4,2,34,29,4,2,6,2,38,1,1,28,4,2,0
4,13,7,29,4,2,1,1,48,1,2,9,4,6,1
5,4,2,29,1,2,4,1,60,1,2,3,3,6,1
8,1,7,29,4,2,1,1,48,1,2,10,4,4,0
5,12,80,29,1,14,5,2,33,2,1,73,4,0,0
7,4,7,21,3,7,6,1,48,1,2,12,3,4,0
6,29,1,29,3,11,2,1,48,1,1,17,4,6,1
6,25,4,29,4,12,4,2,28,2,4,5,4,2,0
6,19,2,9,3,13,1,1,48,1,4,6,4,3,0
7,16,6,29,1,3,2,2,38,2,1,4,5,2,0
7,13,2,29,2,11,2,1,57,1,2,10,3,6,1
5,7,22,9,1,3,2,1,43,2,1,36,4,2,0
5,31,5,29,2,2,4,1,67,1,1,5,3,5,1
8,12,11,24,4,14,6,1,33,2,4,12,5,1,0
